date,horizon,rate_level,count,convention
2012-01-25,2012,0.25,14,target_rate
2012-01-25,2012,0.5,1,target_rate
2012-01-25,2012,1.0,2,target_rate
2012-01-25,2013,0.25,11,target_rate
2012-01-25,2013,0.5,1,target_rate
2012-01-25,2013,0.75,2,target_rate
2012-01-25,2013,1.0,1,target_rate
2012-01-25,2013,1.75,1,target_rate
2012-01-25,2013,2.0,1,target_rate
2012-01-25,2014,0.25,6,target_rate
2012-01-25,2014,0.5,2,target_rate
2012-01-25,2014,0.75,1,target_rate
2012-01-25,2014,1.0,2,target_rate
2012-01-25,2014,1.5,1,target_rate
2012-01-25,2014,2.0,1,target_rate
2012-01-25,2014,2.5,3,target_rate
2012-01-25,2014,2.75,1,target_rate
2012-01-25,LR,3.75,1,target_rate
2012-01-25,LR,4.0,7,target_rate
2012-01-25,LR,4.25,3,target_rate
2012-01-25,LR,4.5,6,target_rate
2012-04-25,2012,0.25,14,target_rate
2012-04-25,2012,0.5,1,target_rate
2012-04-25,2012,1.0,1,target_rate
2012-04-25,2012,1.25,1,target_rate
2012-04-25,2013,0.25,11,target_rate
2012-04-25,2013,0.75,1,target_rate
2012-04-25,2013,1.0,2,target_rate
2012-04-25,2013,1.25,1,target_rate
2012-04-25,2013,1.75,2,target_rate
2012-04-25,2014,0.25,4,target_rate
2012-04-25,2014,0.5,3,target_rate
2012-04-25,2014,1.0,2,target_rate
2012-04-25,2014,1.5,1,target_rate
2012-04-25,2014,2.0,2,target_rate
2012-04-25,2014,2.25,1,target_rate
2012-04-25,2014,2.5,3,target_rate
2012-04-25,2014,2.75,1,target_rate
2012-04-25,LR,3.5,1,target_rate
2012-04-25,LR,3.75,1,target_rate
2012-04-25,LR,4.0,6,target_rate
2012-04-25,LR,4.25,2,target_rate
2012-04-25,LR,4.5,7,target_rate
2012-06-20,2012,0.25,16,target_rate
2012-06-20,2012,0.5,2,target_rate
2012-06-20,2012,0.75,1,target_rate
2012-06-20,2013,0.25,13,target_rate
2012-06-20,2013,0.5,1,target_rate
2012-06-20,2013,0.75,1,target_rate
2012-06-20,2013,1.0,1,target_rate
2012-06-20,2013,1.25,2,target_rate
2012-06-20,2013,1.75,1,target_rate
2012-06-20,2014,0.25,6,target_rate
2012-06-20,2014,0.5,4,target_rate
2012-06-20,2014,0.75,1,target_rate
2012-06-20,2014,1.5,2,target_rate
2012-06-20,2014,1.75,2,target_rate
2012-06-20,2014,2.0,1,target_rate
2012-06-20,2014,2.5,1,target_rate
2012-06-20,2014,2.75,1,target_rate
2012-06-20,2014,3.0,1,target_rate
2012-06-20,LR,3.0,1,target_rate
2012-06-20,LR,3.5,1,target_rate
2012-06-20,LR,3.75,1,target_rate
2012-06-20,LR,4.0,6,target_rate
2012-06-20,LR,4.25,5,target_rate
2012-06-20,LR,4.5,5,target_rate
2012-09-13,2012,0.25,18,target_rate
2012-09-13,2012,0.5,1,target_rate
2012-09-13,2013,0.25,15,target_rate
2012-09-13,2013,0.5,2,target_rate
2012-09-13,2013,0.75,1,target_rate
2012-09-13,2013,1.75,1,target_rate
2012-09-13,2014,0.25,13,target_rate
2012-09-13,2014,1.5,2,target_rate
2012-09-13,2014,1.75,2,target_rate
2012-09-13,2014,2.5,1,target_rate
2012-09-13,2014,3.0,1,target_rate
2012-09-13,2015,0.25,1,target_rate
2012-09-13,2015,0.5,2,target_rate
2012-09-13,2015,0.75,3,target_rate
2012-09-13,2015,1.0,4,target_rate
2012-09-13,2015,1.5,3,target_rate
2012-09-13,2015,2.5,2,target_rate
2012-09-13,2015,3.5,1,target_rate
2012-09-13,2015,3.75,1,target_rate
2012-09-13,2015,4.0,1,target_rate
2012-09-13,2015,4.5,1,target_rate
2012-09-13,LR,3.0,1,target_rate
2012-09-13,LR,3.5,1,target_rate
2012-09-13,LR,3.75,2,target_rate
2012-09-13,LR,4.0,6,target_rate
2012-09-13,LR,4.25,5,target_rate
2012-09-13,LR,4.5,4,target_rate
2012-12-12,2012,0.25,19,target_rate
2012-12-12,2013,0.25,17,target_rate
2012-12-12,2013,0.5,1,target_rate
2012-12-12,2013,1.0,1,target_rate
2012-12-12,2014,0.25,14,target_rate
2012-12-12,2014,0.5,1,target_rate
2012-12-12,2014,1.5,2,target_rate
2012-12-12,2014,1.75,1,target_rate
2012-12-12,2014,2.75,1,target_rate
2012-12-12,2015,0.25,1,target_rate
2012-12-12,2015,0.5,5,target_rate
2012-12-12,2015,0.75,3,target_rate
2012-12-12,2015,1.0,3,target_rate
2012-12-12,2015,1.25,2,target_rate
2012-12-12,2015,2.0,1,target_rate
2012-12-12,2015,2.5,1,target_rate
2012-12-12,2015,3.5,1,target_rate
2012-12-12,2015,3.75,1,target_rate
2012-12-12,2015,4.5,1,target_rate
2012-12-12,LR,3.0,1,target_rate
2012-12-12,LR,3.5,1,target_rate
2012-12-12,LR,3.75,3,target_rate
2012-12-12,LR,4.0,5,target_rate
2012-12-12,LR,4.25,6,target_rate
2012-12-12,LR,4.5,3,target_rate
2013-03-20,2013,0.25,18,target_rate
2013-03-20,2013,1.0,1,target_rate
2013-03-20,2014,0.25,14,target_rate
2013-03-20,2014,0.5,1,target_rate
2013-03-20,2014,1.0,2,target_rate
2013-03-20,2014,1.75,1,target_rate
2013-03-20,2014,2.75,1,target_rate
2013-03-20,2015,0.25,1,target_rate
2013-03-20,2015,0.5,7,target_rate
2013-03-20,2015,0.75,1,target_rate
2013-03-20,2015,1.0,2,target_rate
2013-03-20,2015,1.25,4,target_rate
2013-03-20,2015,2.0,1,target_rate
2013-03-20,2015,3.0,1,target_rate
2013-03-20,2015,3.75,1,target_rate
2013-03-20,2015,4.5,1,target_rate
2013-03-20,LR,3.25,1,target_rate
2013-03-20,LR,3.5,2,target_rate
2013-03-20,LR,3.75,1,target_rate
2013-03-20,LR,4.0,9,target_rate
2013-03-20,LR,4.25,3,target_rate
2013-03-20,LR,4.5,3,target_rate
2013-06-19,2013,0.25,18,target_rate
2013-06-19,2013,0.5,1,target_rate
2013-06-19,2014,0.25,15,target_rate
2013-06-19,2014,1.0,3,target_rate
2013-06-19,2014,1.5,1,target_rate
2013-06-19,2015,0.25,1,target_rate
2013-06-19,2015,0.5,2,target_rate
2013-06-19,2015,0.75,3,target_rate
2013-06-19,2015,1.0,4,target_rate
2013-06-19,2015,1.25,2,target_rate
2013-06-19,2015,1.5,3,target_rate
2013-06-19,2015,2.0,1,target_rate
2013-06-19,2015,3.0,3,target_rate
2013-06-19,LR,3.25,1,target_rate
2013-06-19,LR,3.5,2,target_rate
2013-06-19,LR,3.75,1,target_rate
2013-06-19,LR,4.0,9,target_rate
2013-06-19,LR,4.25,3,target_rate
2013-06-19,LR,4.5,3,target_rate
2013-09-18,2013,0.25,17,target_rate
2013-09-18,2014,0.25,14,target_rate
2013-09-18,2014,1.0,2,target_rate
2013-09-18,2014,1.25,1,target_rate
2013-09-18,2015,0.25,2,target_rate
2013-09-18,2015,0.5,1,target_rate
2013-09-18,2015,0.75,5,target_rate
2013-09-18,2015,1.0,3,target_rate
2013-09-18,2015,1.25,1,target_rate
2013-09-18,2015,1.5,2,target_rate
2013-09-18,2015,3.0,2,target_rate
2013-09-18,2015,3.25,1,target_rate
2013-09-18,2016,0.5,1,target_rate
2013-09-18,2016,1.0,1,target_rate
2013-09-18,2016,1.5,1,target_rate
2013-09-18,2016,1.75,5,target_rate
2013-09-18,2016,2.0,2,target_rate
2013-09-18,2016,2.5,2,target_rate
2013-09-18,2016,2.75,2,target_rate
2013-09-18,2016,4.0,2,target_rate
2013-09-18,2016,4.25,1,target_rate
2013-09-18,LR,3.25,1,target_rate
2013-09-18,LR,3.5,2,target_rate
2013-09-18,LR,3.75,1,target_rate
2013-09-18,LR,4.0,10,target_rate
2013-09-18,LR,4.25,3,target_rate
2013-12-18,2013,0.25,17,target_rate
2013-12-18,2014,0.25,15,target_rate
2013-12-18,2014,0.75,1,target_rate
2013-12-18,2014,1.25,1,target_rate
2013-12-18,2015,0.25,3,target_rate
2013-12-18,2015,0.5,3,target_rate
2013-12-18,2015,0.75,4,target_rate
2013-12-18,2015,1.0,2,target_rate
2013-12-18,2015,1.25,1,target_rate
2013-12-18,2015,1.5,1,target_rate
2013-12-18,2015,2.0,1,target_rate
2013-12-18,2015,2.75,1,target_rate
2013-12-18,2015,3.25,1,target_rate
2013-12-18,2016,0.5,1,target_rate
2013-12-18,2016,1.0,1,target_rate
2013-12-18,2016,1.25,1,target_rate
2013-12-18,2016,1.5,2,target_rate
2013-12-18,2016,1.75,4,target_rate
2013-12-18,2016,2.0,1,target_rate
2013-12-18,2016,2.5,2,target_rate
2013-12-18,2016,2.75,1,target_rate
2013-12-18,2016,3.0,1,target_rate
2013-12-18,2016,3.25,1,target_rate
2013-12-18,2016,4.0,1,target_rate
2013-12-18,2016,4.25,1,target_rate
2013-12-18,LR,3.5,4,target_rate
2013-12-18,LR,3.75,2,target_rate
2013-12-18,LR,4.0,9,target_rate
2013-12-18,LR,4.25,2,target_rate
2014-03-19,2014,0.25,15,target_rate
2014-03-19,2014,1.0,1,target_rate
2014-03-19,2015,0.25,2,target_rate
2014-03-19,2015,0.5,2,target_rate
2014-03-19,2015,0.75,2,target_rate
2014-03-19,2015,1.0,5,target_rate
2014-03-19,2015,1.25,1,target_rate
2014-03-19,2015,1.5,1,target_rate
2014-03-19,2015,2.0,1,target_rate
2014-03-19,2015,2.25,1,target_rate
2014-03-19,2015,3.0,1,target_rate
2014-03-19,2016,0.75,1,target_rate
2014-03-19,2016,1.25,1,target_rate
2014-03-19,2016,1.75,2,target_rate
2014-03-19,2016,2.0,3,target_rate
2014-03-19,2016,2.25,2,target_rate
2014-03-19,2016,2.5,1,target_rate
2014-03-19,2016,2.75,2,target_rate
2014-03-19,2016,3.0,1,target_rate
2014-03-19,2016,3.5,1,target_rate
2014-03-19,2016,4.0,1,target_rate
2014-03-19,2016,4.25,1,target_rate
2014-03-19,LR,3.5,4,target_rate
2014-03-19,LR,3.75,2,target_rate
2014-03-19,LR,4.0,8,target_rate
2014-03-19,LR,4.25,2,target_rate
2014-06-18,2014,0.25,15,target_rate
2014-06-18,2014,1.0,1,target_rate
2014-06-18,2015,0.25,3,target_rate
2014-06-18,2015,0.5,1,target_rate
2014-06-18,2015,0.75,1,target_rate
2014-06-18,2015,1.0,3,target_rate
2014-06-18,2015,1.25,3,target_rate
2014-06-18,2015,1.5,1,target_rate
2014-06-18,2015,1.75,1,target_rate
2014-06-18,2015,2.0,1,target_rate
2014-06-18,2015,2.25,1,target_rate
2014-06-18,2015,3.0,1,target_rate
2014-06-18,2016,0.5,1,target_rate
2014-06-18,2016,1.0,1,target_rate
2014-06-18,2016,1.25,1,target_rate
2014-06-18,2016,2.0,2,target_rate
2014-06-18,2016,2.25,2,target_rate
2014-06-18,2016,2.5,2,target_rate
2014-06-18,2016,2.75,1,target_rate
2014-06-18,2016,3.0,2,target_rate
2014-06-18,2016,3.5,1,target_rate
2014-06-18,2016,3.75,1,target_rate
2014-06-18,2016,4.0,1,target_rate
2014-06-18,2016,4.25,1,target_rate
2014-06-18,LR,3.25,1,target_rate
2014-06-18,LR,3.5,3,target_rate
2014-06-18,LR,3.75,7,target_rate
2014-06-18,LR,4.0,3,target_rate
2014-06-18,LR,4.25,2,target_rate
2014-09-17,2014,0.125,16,midpoint
2014-09-17,2014,0.875,1,midpoint
2014-09-17,2015,0.125,2,midpoint
2014-09-17,2015,0.375,1,midpoint
2014-09-17,2015,0.875,3,midpoint
2014-09-17,2015,1.125,2,midpoint
2014-09-17,2015,1.375,3,midpoint
2014-09-17,2015,1.625,1,midpoint
2014-09-17,2015,1.875,4,midpoint
2014-09-17,2015,2.875,1,midpoint
2014-09-17,2016,0.375,1,midpoint
2014-09-17,2016,1.125,1,midpoint
2014-09-17,2016,1.625,1,midpoint
2014-09-17,2016,2.125,2,midpoint
2014-09-17,2016,2.375,2,midpoint
2014-09-17,2016,2.625,1,midpoint
2014-09-17,2016,2.875,2,midpoint
2014-09-17,2016,3.0,1,midpoint
2014-09-17,2016,3.125,1,midpoint
2014-09-17,2016,3.375,1,midpoint
2014-09-17,2016,3.875,3,midpoint
2014-09-17,2016,4.0,1,midpoint
2014-09-17,2017,2.0,1,midpoint
2014-09-17,2017,2.625,1,midpoint
2014-09-17,2017,3.125,3,midpoint
2014-09-17,2017,3.375,2,midpoint
2014-09-17,2017,3.625,1,midpoint
2014-09-17,2017,3.75,2,midpoint
2014-09-17,2017,3.875,3,midpoint
2014-09-17,2017,4.0,1,midpoint
2014-09-17,2017,4.125,1,midpoint
2014-09-17,2017,4.25,1,midpoint
2014-09-17,2017,4.375,1,midpoint
2014-09-17,LR,3.25,1,midpoint
2014-09-17,LR,3.5,3,midpoint
2014-09-17,LR,3.75,6,midpoint
2014-09-17,LR,3.875,2,midpoint
2014-09-17,LR,4.0,3,midpoint
2014-09-17,LR,4.25,2,midpoint
2014-12-17,2014,0.125,17,midpoint
2014-12-17,2015,0.125,2,midpoint
2014-12-17,2015,0.625,2,midpoint
2014-12-17,2015,0.875,4,midpoint
2014-12-17,2015,1.125,3,midpoint
2014-12-17,2015,1.625,2,midpoint
2014-12-17,2015,1.875,4,midpoint
2014-12-17,2016,0.375,1,midpoint
2014-12-17,2016,1.125,1,midpoint
2014-12-17,2016,1.875,2,midpoint
2014-12-17,2016,2.125,3,midpoint
2014-12-17,2016,2.375,1,midpoint
2014-12-17,2016,2.5,1,midpoint
2014-12-17,2016,2.625,1,midpoint
2014-12-17,2016,2.875,1,midpoint
2014-12-17,2016,3.125,2,midpoint
2014-12-17,2016,3.375,1,midpoint
2014-12-17,2016,3.625,1,midpoint
2014-12-17,2016,3.875,1,midpoint
2014-12-17,2016,4.0,1,midpoint
2014-12-17,2017,2.0,1,midpoint
2014-12-17,2017,2.625,1,midpoint
2014-12-17,2017,2.875,1,midpoint
2014-12-17,2017,3.125,2,midpoint
2014-12-17,2017,3.375,2,midpoint
2014-12-17,2017,3.625,2,midpoint
2014-12-17,2017,3.75,3,midpoint
2014-12-17,2017,3.875,1,midpoint
2014-12-17,2017,4.0,1,midpoint
2014-12-17,2017,4.125,1,midpoint
2014-12-17,2017,4.25,2,midpoint
2014-12-17,LR,3.25,1,midpoint
2014-12-17,LR,3.5,3,midpoint
2014-12-17,LR,3.75,8,midpoint
2014-12-17,LR,4.0,3,midpoint
2014-12-17,LR,4.25,2,midpoint
2015-03-18,2015,0.125,2,midpoint
2015-03-18,2015,0.375,1,midpoint
2015-03-18,2015,0.625,7,midpoint
2015-03-18,2015,0.875,3,midpoint
2015-03-18,2015,1.125,1,midpoint
2015-03-18,2015,1.375,2,midpoint
2015-03-18,2015,1.625,1,midpoint
2015-03-18,2016,0.375,1,midpoint
2015-03-18,2016,1.125,1,midpoint
2015-03-18,2016,1.625,6,midpoint
2015-03-18,2016,1.875,3,midpoint
2015-03-18,2016,2.125,1,midpoint
2015-03-18,2016,2.25,1,midpoint
2015-03-18,2016,2.625,1,midpoint
2015-03-18,2016,3.375,2,midpoint
2015-03-18,2016,3.75,1,midpoint
2015-03-18,2017,2.0,1,midpoint
2015-03-18,2017,2.625,3,midpoint
2015-03-18,2017,2.875,2,midpoint
2015-03-18,2017,3.125,4,midpoint
2015-03-18,2017,3.375,1,midpoint
2015-03-18,2017,3.625,2,midpoint
2015-03-18,2017,3.75,2,midpoint
2015-03-18,2017,3.875,1,midpoint
2015-03-18,2017,4.0,1,midpoint
2015-03-18,LR,3.0,1,midpoint
2015-03-18,LR,3.5,7,midpoint
2015-03-18,LR,3.75,6,midpoint
2015-03-18,LR,4.0,2,midpoint
2015-03-18,LR,4.25,1,midpoint
2015-06-17,2015,0.125,2,midpoint
2015-06-17,2015,0.375,5,midpoint
2015-06-17,2015,0.625,5,midpoint
2015-06-17,2015,0.875,5,midpoint
2015-06-17,2016,0.375,1,midpoint
2015-06-17,2016,0.875,1,midpoint
2015-06-17,2016,1.125,1,midpoint
2015-06-17,2016,1.375,4,midpoint
2015-06-17,2016,1.625,3,midpoint
2015-06-17,2016,1.875,1,midpoint
2015-06-17,2016,2.125,1,midpoint
2015-06-17,2016,2.25,1,midpoint
2015-06-17,2016,2.375,1,midpoint
2015-06-17,2016,2.625,1,midpoint
2015-06-17,2016,2.875,2,midpoint
2015-06-17,2017,2.0,1,midpoint
2015-06-17,2017,2.125,1,midpoint
2015-06-17,2017,2.375,3,midpoint
2015-06-17,2017,2.625,3,midpoint
2015-06-17,2017,2.875,1,midpoint
2015-06-17,2017,3.125,1,midpoint
2015-06-17,2017,3.375,1,midpoint
2015-06-17,2017,3.625,2,midpoint
2015-06-17,2017,3.75,2,midpoint
2015-06-17,2017,3.875,2,midpoint
2015-06-17,LR,3.25,3,midpoint
2015-06-17,LR,3.5,5,midpoint
2015-06-17,LR,3.75,6,midpoint
2015-06-17,LR,4.0,2,midpoint
2015-06-17,LR,4.25,1,midpoint
2015-09-17,2015,0.125,3,midpoint
2015-09-17,2015,0.375,7,midpoint
2015-09-17,2015,0.625,5,midpoint
2015-09-17,2015,0.875,1,midpoint
2015-09-17,2016,0.875,2,midpoint
2015-09-17,2016,1.125,4,midpoint
2015-09-17,2016,1.375,2,midpoint
2015-09-17,2016,1.625,3,midpoint
2015-09-17,2016,1.875,1,midpoint
2015-09-17,2016,2.125,2,midpoint
2015-09-17,2016,2.375,1,midpoint
2015-09-17,2016,2.875,1,midpoint
2015-09-17,2017,1.0,1,midpoint
2015-09-17,2017,1.875,2,midpoint
2015-09-17,2017,2.125,2,midpoint
2015-09-17,2017,2.375,2,midpoint
2015-09-17,2017,2.625,3,midpoint
2015-09-17,2017,3.0,2,midpoint
2015-09-17,2017,3.125,1,midpoint
2015-09-17,2017,3.375,2,midpoint
2015-09-17,2017,3.5,1,midpoint
2015-09-17,2017,3.875,1,midpoint
2015-09-17,2018,2.875,3,midpoint
2015-09-17,2018,3.0,1,midpoint
2015-09-17,2018,3.125,2,midpoint
2015-09-17,2018,3.25,2,midpoint
2015-09-17,2018,3.375,1,midpoint
2015-09-17,2018,3.5,3,midpoint
2015-09-17,2018,3.625,3,midpoint
2015-09-17,2018,3.75,1,midpoint
2015-09-17,2018,3.875,1,midpoint
2015-09-17,LR,3.0,1,midpoint
2015-09-17,LR,3.25,6,midpoint
2015-09-17,LR,3.5,5,midpoint
2015-09-17,LR,3.625,1,midpoint
2015-09-17,LR,3.75,3,midpoint
2015-09-17,LR,4.0,1,midpoint
2015-12-16,2015,0.125,2,midpoint
2015-12-16,2015,0.375,15,midpoint
2015-12-16,2016,0.875,4,midpoint
2015-12-16,2016,1.125,3,midpoint
2015-12-16,2016,1.375,7,midpoint
2015-12-16,2016,1.625,2,midpoint
2015-12-16,2016,2.125,1,midpoint
2015-12-16,2017,1.875,5,midpoint
2015-12-16,2017,2.125,2,midpoint
2015-12-16,2017,2.375,4,midpoint
2015-12-16,2017,2.625,2,midpoint
2015-12-16,2017,3.0,1,midpoint
2015-12-16,2017,3.125,2,midpoint
2015-12-16,2017,3.375,1,midpoint
2015-12-16,2018,2.125,1,midpoint
2015-12-16,2018,2.5,1,midpoint
2015-12-16,2018,2.875,4,midpoint
2015-12-16,2018,3.0,1,midpoint
2015-12-16,2018,3.125,1,midpoint
2015-12-16,2018,3.25,1,midpoint
2015-12-16,2018,3.375,3,midpoint
2015-12-16,2018,3.5,2,midpoint
2015-12-16,2018,3.625,2,midpoint
2015-12-16,2018,3.875,1,midpoint
2015-12-16,LR,3.0,2,midpoint
2015-12-16,LR,3.25,6,midpoint
2015-12-16,LR,3.5,6,midpoint
2015-12-16,LR,3.75,2,midpoint
2015-12-16,LR,4.0,1,midpoint
2016-03-16,2016,0.625,1,midpoint
2016-03-16,2016,0.875,9,midpoint
2016-03-16,2016,1.125,3,midpoint
2016-03-16,2016,1.375,4,midpoint
2016-03-16,2017,1.625,4,midpoint
2016-03-16,2017,1.875,5,midpoint
2016-03-16,2017,2.125,3,midpoint
2016-03-16,2017,2.375,3,midpoint
2016-03-16,2017,2.625,1,midpoint
2016-03-16,2017,2.75,1,midpoint
2016-03-16,2018,2.125,1,midpoint
2016-03-16,2018,2.375,2,midpoint
2016-03-16,2018,2.5,1,midpoint
2016-03-16,2018,2.625,1,midpoint
2016-03-16,2018,2.875,3,midpoint
2016-03-16,2018,3.0,1,midpoint
2016-03-16,2018,3.125,3,midpoint
2016-03-16,2018,3.25,2,midpoint
2016-03-16,2018,3.375,2,midpoint
2016-03-16,2018,3.875,1,midpoint
2016-03-16,LR,3.0,5,midpoint
2016-03-16,LR,3.25,7,midpoint
2016-03-16,LR,3.5,2,midpoint
2016-03-16,LR,3.75,2,midpoint
2016-03-16,LR,4.0,1,midpoint
2016-06-15,2016,0.625,6,midpoint
2016-06-15,2016,0.875,9,midpoint
2016-06-15,2016,1.125,1,midpoint
2016-06-15,2016,1.375,1,midpoint
2016-06-15,2017,0.625,1,midpoint
2016-06-15,2017,1.375,6,midpoint
2016-06-15,2017,1.625,4,midpoint
2016-06-15,2017,1.875,3,midpoint
2016-06-15,2017,2.125,1,midpoint
2016-06-15,2017,2.25,1,midpoint
2016-06-15,2017,2.375,1,midpoint
2016-06-15,2018,0.625,1,midpoint
2016-06-15,2018,2.125,4,midpoint
2016-06-15,2018,2.375,5,midpoint
2016-06-15,2018,2.625,1,midpoint
2016-06-15,2018,2.875,3,midpoint
2016-06-15,2018,3.0,1,midpoint
2016-06-15,2018,3.25,1,midpoint
2016-06-15,2018,3.375,1,midpoint
2016-06-15,LR,2.75,3,midpoint
2016-06-15,LR,3.0,6,midpoint
2016-06-15,LR,3.25,4,midpoint
2016-06-15,LR,3.5,1,midpoint
2016-06-15,LR,3.75,2,midpoint
2016-09-21,2016,0.375,3,midpoint
2016-09-21,2016,0.625,10,midpoint
2016-09-21,2016,0.875,3,midpoint
2016-09-21,2016,1.125,1,midpoint
2016-09-21,2017,0.625,2,midpoint
2016-09-21,2017,0.875,1,midpoint
2016-09-21,2017,1.125,7,midpoint
2016-09-21,2017,1.375,1,midpoint
2016-09-21,2017,1.625,2,midpoint
2016-09-21,2017,1.75,1,midpoint
2016-09-21,2017,1.875,2,midpoint
2016-09-21,2017,2.125,1,midpoint
2016-09-21,2018,0.625,1,midpoint
2016-09-21,2018,1.625,2,midpoint
2016-09-21,2018,1.875,7,midpoint
2016-09-21,2018,2.125,1,midpoint
2016-09-21,2018,2.625,2,midpoint
2016-09-21,2018,2.75,2,midpoint
2016-09-21,2018,2.875,1,midpoint
2016-09-21,2018,3.125,1,midpoint
2016-09-21,2019,0.625,1,midpoint
2016-09-21,2019,2.125,1,midpoint
2016-09-21,2019,2.375,3,midpoint
2016-09-21,2019,2.625,5,midpoint
2016-09-21,2019,2.75,1,midpoint
2016-09-21,2019,3.0,3,midpoint
2016-09-21,2019,3.125,1,midpoint
2016-09-21,2019,3.375,1,midpoint
2016-09-21,2019,3.75,1,midpoint
2016-09-21,LR,2.5,3,midpoint
2016-09-21,LR,2.75,5,midpoint
2016-09-21,LR,3.0,6,midpoint
2016-09-21,LR,3.5,1,midpoint
2016-09-21,LR,3.75,1,midpoint
2016-12-14,2016,0.625,17,midpoint
2016-12-14,2017,0.875,2,midpoint
2016-12-14,2017,1.125,4,midpoint
2016-12-14,2017,1.375,6,midpoint
2016-12-14,2017,1.625,3,midpoint
2016-12-14,2017,1.75,1,midpoint
2016-12-14,2017,2.125,1,midpoint
2016-12-14,2018,0.875,1,midpoint
2016-12-14,2018,1.625,1,midpoint
2016-12-14,2018,1.875,5,midpoint
2016-12-14,2018,2.125,3,midpoint
2016-12-14,2018,2.375,2,midpoint
2016-12-14,2018,2.625,2,midpoint
2016-12-14,2018,3.0,1,midpoint
2016-12-14,2018,3.25,1,midpoint
2016-12-14,2018,3.375,1,midpoint
2016-12-14,2019,0.875,1,midpoint
2016-12-14,2019,2.125,1,midpoint
2016-12-14,2019,2.375,2,midpoint
2016-12-14,2019,2.625,3,midpoint
2016-12-14,2019,2.875,2,midpoint
2016-12-14,2019,3.0,2,midpoint
2016-12-14,2019,3.125,2,midpoint
2016-12-14,2019,3.25,2,midpoint
2016-12-14,2019,3.625,1,midpoint
2016-12-14,2019,3.875,1,midpoint
2016-12-14,LR,2.5,1,midpoint
2016-12-14,LR,2.75,6,midpoint
2016-12-14,LR,3.0,7,midpoint
2016-12-14,LR,3.5,1,midpoint
2016-12-14,LR,3.75,1,midpoint
2017-03-15,2017,0.875,2,midpoint
2017-03-15,2017,1.125,1,midpoint
2017-03-15,2017,1.375,9,midpoint
2017-03-15,2017,1.625,4,midpoint
2017-03-15,2017,2.125,1,midpoint
2017-03-15,2018,0.875,1,midpoint
2017-03-15,2018,1.625,1,midpoint
2017-03-15,2018,1.875,1,midpoint
2017-03-15,2018,2.125,6,midpoint
2017-03-15,2018,2.375,3,midpoint
2017-03-15,2018,2.625,1,midpoint
2017-03-15,2018,2.875,1,midpoint
2017-03-15,2018,3.0,1,midpoint
2017-03-15,2018,3.25,1,midpoint
2017-03-15,2018,3.375,1,midpoint
2017-03-15,2019,0.875,1,midpoint
2017-03-15,2019,2.375,2,midpoint
2017-03-15,2019,2.625,2,midpoint
2017-03-15,2019,2.875,3,midpoint
2017-03-15,2019,3.0,2,midpoint
2017-03-15,2019,3.125,3,midpoint
2017-03-15,2019,3.25,2,midpoint
2017-03-15,2019,3.875,2,midpoint
2017-03-15,LR,2.5,1,midpoint
2017-03-15,LR,2.75,5,midpoint
2017-03-15,LR,3.0,8,midpoint
2017-03-15,LR,3.5,1,midpoint
2017-03-15,LR,3.75,1,midpoint
2017-06-14,2017,1.125,4,midpoint
2017-06-14,2017,1.375,8,midpoint
2017-06-14,2017,1.625,4,midpoint
2017-06-14,2018,1.125,1,midpoint
2017-06-14,2018,1.625,1,midpoint
2017-06-14,2018,1.875,2,midpoint
2017-06-14,2018,2.125,5,midpoint
2017-06-14,2018,2.375,2,midpoint
2017-06-14,2018,2.625,3,midpoint
2017-06-14,2018,2.75,1,midpoint
2017-06-14,2018,3.125,1,midpoint
2017-06-14,2019,1.125,1,midpoint
2017-06-14,2019,2.375,2,midpoint
2017-06-14,2019,2.625,3,midpoint
2017-06-14,2019,2.875,2,midpoint
2017-06-14,2019,3.0,2,midpoint
2017-06-14,2019,3.125,3,midpoint
2017-06-14,2019,3.25,1,midpoint
2017-06-14,2019,3.375,1,midpoint
2017-06-14,2019,4.125,1,midpoint
2017-06-14,LR,2.5,1,midpoint
